market,bid,offer,timestamp
DAX,23518,23523,2025-08-04T01:28:32.534Z
DAX,23518.5,23523.5,2025-08-04T01:28:34.287Z
DAX,23517.7,23522.7,2025-08-04T01:28:39.145Z
DAX,23517.2,23522.2,2025-08-04T01:28:39.429Z
DAX,23517.7,23522.7,2025-08-04T01:28:41.154Z
DAX,23517.2,23522.2,2025-08-04T01:28:42.058Z
DAX,23517.7,23522.7,2025-08-04T01:28:46.811Z
DAX,23516.7,23521.7,2025-08-04T01:28:46.918Z
DAX,23517.7,23522.7,2025-08-04T01:28:47.555Z
DAX,23518.2,23523.2,2025-08-04T01:28:47.657Z
DAX,23517.1,23522.1,2025-08-04T01:28:48.624Z
DAX,23517.6,23522.6,2025-08-04T01:28:48.990Z
DAX,23517.1,23522.1,2025-08-04T01:28:53.427Z
DAX,23516.1,23521.1,2025-08-04T01:28:53.527Z
DAX,23516.6,23521.6,2025-08-04T01:28:54.493Z
DAX,23513.5,23518.5,2025-08-04T01:28:55.262Z
DAX,23516.1,23521.1,2025-08-04T01:28:55.363Z
DAX,23514.9,23519.9,2025-08-04T01:28:55.497Z
DAX,23514.4,23519.4,2025-08-04T01:28:55.690Z
DAX,23514.9,23519.9,2025-08-04T01:28:56.997Z
DAX,23514.4,23519.4,2025-08-04T01:28:57.144Z
DAX,23513.9,23518.9,2025-08-04T01:28:57.243Z
DAX,23517.5,23522.5,2025-08-04T01:28:58.061Z
DAX,23518,23523,2025-08-04T01:28:58.327Z
DAX,23519,23524,2025-08-04T01:28:59.605Z
DAX,23518,23523,2025-08-04T01:28:59.697Z
DAX,23518.5,23523.5,2025-08-04T01:29:00.124Z
DAX,23518,23523,2025-08-04T01:29:00.227Z
DAX,23517.5,23522.5,2025-08-04T01:29:01.030Z
DAX,23516,23521,2025-08-04T01:29:02.820Z
DAX,23515.5,23520.5,2025-08-04T01:29:04.595Z
DAX,23515,23520,2025-08-04T01:29:04.864Z
DAX,23515.5,23520.5,2025-08-04T01:29:05.398Z
DAX,23516,23521,2025-08-04T01:29:05.527Z
DAX,23515.5,23520.5,2025-08-04T01:29:05.654Z
DAX,23517,23522,2025-08-04T01:29:06.425Z
DAX,23517.5,23522.5,2025-08-04T01:29:06.934Z
DAX,23516.9,23521.9,2025-08-04T01:29:09.039Z
DAX,23515.9,23520.9,2025-08-04T01:29:09.172Z
DAX,23515.1,23520.1,2025-08-04T01:29:09.369Z
DAX,23514.6,23519.6,2025-08-04T01:29:11.216Z
DAX,23514.1,23519.1,2025-08-04T01:29:11.923Z
DAX,23514.6,23519.6,2025-08-04T01:29:13.643Z
DAX,23515.2,23520.2,2025-08-04T01:29:14.248Z
DAX,23514.7,23519.7,2025-08-04T01:29:15.406Z
DAX,23514.2,23519.2,2025-08-04T01:29:15.513Z
DAX,23513.5,23518.5,2025-08-04T01:29:15.603Z
DAX,23513,23518,2025-08-04T01:29:15.780Z
DAX,23513.7,23518.7,2025-08-04T01:29:18.319Z
DAX,23514.3,23519.3,2025-08-04T01:29:18.699Z
DAX,23514.8,23519.8,2025-08-04T01:29:20.321Z
DAX,23515.3,23520.3,2025-08-04T01:29:20.415Z
DAX,23514.8,23519.8,2025-08-04T01:29:24.661Z
DAX,23512.8,23517.8,2025-08-04T01:29:26.744Z
DAX,23513.3,23518.3,2025-08-04T01:29:28.382Z
DAX,23513.8,23518.8,2025-08-04T01:29:28.487Z
DAX,23510.1,23515.1,2025-08-04T01:29:28.587Z
DAX,23513.6,23518.6,2025-08-04T01:29:28.682Z
DAX,23512.2,23517.2,2025-08-04T01:29:28.781Z
DAX,23510,23515,2025-08-04T01:29:29.131Z
DAX,23511.6,23516.6,2025-08-04T01:29:29.217Z
DAX,23510.7,23515.7,2025-08-04T01:29:29.321Z
DAX,23511.2,23516.2,2025-08-04T01:29:30.946Z
DAX,23511.7,23516.7,2025-08-04T01:29:31.050Z
DAX,23516,23521,2025-08-04T01:29:32.272Z
DAX,23516.5,23521.5,2025-08-04T01:29:32.575Z
DAX,23517,23522,2025-08-04T01:29:32.605Z
DAX,23516.5,23521.5,2025-08-04T01:29:35.723Z
DAX,23517,23522,2025-08-04T01:29:35.818Z
DAX,23514.5,23519.5,2025-08-04T01:29:37.729Z
DAX,23512.5,23517.5,2025-08-04T01:29:41.234Z
DAX,23512.3,23517.3,2025-08-04T01:29:41.500Z
DAX,23512.5,23517.5,2025-08-04T01:29:41.908Z
DAX,23512.8,23517.8,2025-08-04T01:29:42.530Z
DAX,23512.3,23517.3,2025-08-04T01:29:44.774Z
DAX,23510.8,23515.8,2025-08-04T01:29:45.348Z
DAX,23511.3,23516.3,2025-08-04T01:29:45.427Z
DAX,23511.8,23516.8,2025-08-04T01:29:51.340Z
DAX,23511.6,23516.6,2025-08-04T01:30:00.453Z
DAX,23515.5,23520.5,2025-08-04T01:30:00.976Z
DAX,23510.5,23515.5,2025-08-04T01:30:02.094Z
DAX,23512.4,23517.4,2025-08-04T01:30:02.201Z
DAX,23511.3,23516.3,2025-08-04T01:30:02.295Z
DAX,23511.6,23516.6,2025-08-04T01:30:02.533Z
DAX,23515.5,23520.5,2025-08-04T01:30:04.491Z
DAX,23514.8,23519.8,2025-08-04T01:30:09.499Z
DAX,23513.8,23518.8,2025-08-04T01:30:14.120Z
DAX,23515.8,23520.8,2025-08-04T01:30:14.585Z
DAX,23515.3,23520.3,2025-08-04T01:30:14.679Z
DAX,23515.8,23520.8,2025-08-04T01:30:15.496Z
DAX,23515.3,23520.3,2025-08-04T01:30:18.828Z
DAX,23515.8,23520.8,2025-08-04T01:30:19.036Z
DAX,23517.8,23522.8,2025-08-04T01:30:19.127Z
DAX,23517.3,23522.3,2025-08-04T01:30:19.669Z
DAX,23517.8,23522.8,2025-08-04T01:30:19.945Z
DAX,23518.3,23523.3,2025-08-04T01:30:20.516Z
DAX,23518.7,23523.7,2025-08-04T01:30:21.415Z
DAX,23519,23524,2025-08-04T01:30:22.074Z
DAX,23519.2,23524.2,2025-08-04T01:30:22.371Z
DAX,23518.7,23523.7,2025-08-04T01:30:22.573Z
DAX,23518.2,23523.2,2025-08-04T01:30:22.659Z
DAX,23513.8,23518.8,2025-08-04T01:30:28.065Z
DAX,23517.1,23522.1,2025-08-04T01:30:28.153Z
DAX,23517.3,23522.3,2025-08-04T01:30:28.321Z
DAX,23513.6,23518.6,2025-08-04T01:30:31.329Z
DAX,23516.8,23521.8,2025-08-04T01:30:31.434Z
DAX,23515.3,23520.3,2025-08-04T01:30:31.541Z
DAX,23515.8,23520.8,2025-08-04T01:30:32.105Z
DAX,23517.3,23522.3,2025-08-04T01:30:32.205Z
DAX,23520.5,23525.5,2025-08-04T01:30:32.327Z
DAX,23521,23526,2025-08-04T01:30:33.486Z
DAX,23522,23527,2025-08-04T01:30:33.593Z
DAX,23523.5,23528.5,2025-08-04T01:30:36.141Z
DAX,23522.5,23527.5,2025-08-04T01:30:36.246Z
DAX,23522,23527,2025-08-04T01:30:38.386Z
DAX,23521,23526,2025-08-04T01:30:38.486Z
DAX,23520.4,23525.4,2025-08-04T01:30:39.406Z
DAX,23518.4,23523.4,2025-08-04T01:30:42.335Z
DAX,23517.9,23522.9,2025-08-04T01:30:46.006Z
DAX,23518.2,23523.2,2025-08-04T01:30:47.446Z
DAX,23518.8,23523.8,2025-08-04T01:30:50.368Z
DAX,23518.3,23523.3,2025-08-04T01:30:50.792Z
DAX,23519.3,23524.3,2025-08-04T01:30:54.869Z
DAX,23519.8,23524.8,2025-08-04T01:30:56.934Z
DAX,23519.3,23524.3,2025-08-04T01:30:57.035Z
DAX,23519.8,23524.8,2025-08-04T01:30:57.137Z
DAX,23516.6,23521.6,2025-08-04T01:30:58.083Z
DAX,23519.5,23524.5,2025-08-04T01:30:58.176Z
DAX,23518.2,23523.2,2025-08-04T01:30:58.274Z
DAX,23520.2,23525.2,2025-08-04T01:30:59.222Z
DAX,23519.2,23524.2,2025-08-04T01:30:59.308Z
DAX,23522.5,23527.5,2025-08-04T01:30:59.411Z
DAX,23522,23527,2025-08-04T01:30:59.942Z
DAX,23521.5,23526.5,2025-08-04T01:31:03.729Z
DAX,23522,23527,2025-08-04T01:31:05.044Z
DAX,23522.5,23527.5,2025-08-04T01:31:06.260Z
DAX,23522.3,23527.3,2025-08-04T01:31:06.629Z
DAX,23521.9,23526.9,2025-08-04T01:31:06.968Z
DAX,23522,23527,2025-08-04T01:31:11.539Z
DAX,23521.5,23526.5,2025-08-04T01:31:13.739Z
DAX,23521.3,23526.3,2025-08-04T01:31:15.532Z
DAX,23520.8,23525.8,2025-08-04T01:31:16.360Z
DAX,23521,23526,2025-08-04T01:31:16.743Z
DAX,23521.5,23526.5,2025-08-04T01:31:20.246Z
DAX,23521.2,23526.2,2025-08-04T01:31:20.739Z
DAX,23521.4,23526.4,2025-08-04T01:31:21.939Z
DAX,23520.9,23525.9,2025-08-04T01:31:22.475Z
DAX,23521.4,23526.4,2025-08-04T01:31:22.578Z
DAX,23520.9,23525.9,2025-08-04T01:31:23.334Z
DAX,23521.4,23526.4,2025-08-04T01:31:24.064Z
DAX,23521.6,23526.6,2025-08-04T01:31:25.520Z
DAX,23517.2,23522.2,2025-08-04T01:31:27.433Z
DAX,23516.7,23521.7,2025-08-04T01:31:27.529Z
DAX,23519.7,23524.7,2025-08-04T01:31:27.628Z
DAX,23518.9,23523.9,2025-08-04T01:31:28.203Z
DAX,23516.5,23521.5,2025-08-04T01:31:31.529Z
DAX,23521.5,23526.5,2025-08-04T01:31:31.638Z
DAX,23519.6,23524.6,2025-08-04T01:31:31.724Z
DAX,23520.1,23525.1,2025-08-04T01:31:36.066Z
DAX,23519.6,23524.6,2025-08-04T01:31:37.104Z
DAX,23518,23523,2025-08-04T01:31:39.142Z
DAX,23518.5,23523.5,2025-08-04T01:31:39.702Z
DAX,23518.9,23523.9,2025-08-04T01:31:49.754Z
DAX,23519.7,23524.7,2025-08-04T01:31:52.258Z
DAX,23520.7,23525.7,2025-08-04T01:31:55.175Z
DAX,23518,23523,2025-08-04T01:31:56.237Z
DAX,23519.3,23524.3,2025-08-04T01:31:56.338Z
DAX,23523,23528,2025-08-04T01:31:59.198Z
DAX,23522.3,23527.3,2025-08-04T01:32:01.735Z
DAX,23523,23528,2025-08-04T01:32:06.401Z
DAX,23522.7,23527.7,2025-08-04T01:32:09.681Z
DAX,23522.2,23527.2,2025-08-04T01:32:13.105Z
DAX,23522.5,23527.5,2025-08-04T01:32:15.518Z
DAX,23522,23527,2025-08-04T01:32:19.816Z
DAX,23521.5,23526.5,2025-08-04T01:32:19.918Z
DAX,23521.6,23526.6,2025-08-04T01:32:20.132Z
DAX,23521.8,23526.8,2025-08-04T01:32:20.547Z
DAX,23521.9,23526.9,2025-08-04T01:32:22.085Z
DAX,23521.4,23526.4,2025-08-04T01:32:24.336Z
DAX,23521.9,23526.9,2025-08-04T01:32:24.572Z
DAX,23522.4,23527.4,2025-08-04T01:32:26.313Z
DAX,23518.1,23523.1,2025-08-04T01:32:26.454Z
DAX,23521.7,23526.7,2025-08-04T01:32:26.519Z
DAX,23517.6,23522.6,2025-08-04T01:32:26.694Z
DAX,23519.5,23524.5,2025-08-04T01:32:26.785Z
DAX,23519,23524,2025-08-04T01:32:27.778Z
DAX,23518.5,23523.5,2025-08-04T01:32:28.785Z
DAX,23521.5,23526.5,2025-08-04T01:32:29.973Z
DAX,23522,23527,2025-08-04T01:32:32.566Z
DAX,23522.5,23527.5,2025-08-04T01:32:34.381Z
DAX,23523,23528,2025-08-04T01:32:34.473Z
